ID	baseMean	log2FoldChange	padj	Label	Level
SLK	1683.3	0	0.9272	-	NoDiff
ZFY	298.8	-0.5	0.9272	-	NoDiff
DNAJC10	3596	0	0.9272	-	NoDiff
WDFY1	1756.1	0	0.9272	-	NoDiff
EDEM2	634.1	0	0.9272	-	NoDiff
ZBTB25	288.4	0	0.9272	-	NoDiff
MED23	828.9	0	0.9272	-	NoDiff
GALE	83.5	0	0.9272	-	NoDiff
CEP131	189.3	0	0.9272	-	NoDiff
CLEC3B	579.9	0.2	0.9272	-	NoDiff
RNF139	773.2	0	0.9272	-	NoDiff
RAB4B-EGLN2	17.5	0.2	0.9272	-	NoDiff
COL8A2	561.9	-0.1	0.9272	-	NoDiff
EIF1AD	299.6	0	0.9272	-	NoDiff
SPTY2D1	626	0	0.9272	-	NoDiff
PUF60	1096.4	0	0.9272	-	NoDiff
FAHD1	406.2	0	0.9272	-	NoDiff
MVB12B	193.8	0	0.9272	-	NoDiff
C19orf24	276.6	0	0.9272	-	NoDiff
LINC01111	52.5	-0.1	0.9272	-	NoDiff
STRA6LP	94.7	0	0.9272	-	NoDiff
USP3-AS1	9.6	-0.2	0.9273	-	NoDiff
AC106820.2	10.9	0.1	0.9273	-	NoDiff
ZBTB40	848.1	0	0.9274	-	NoDiff
SRGAP2B	930.6	0	0.9277	-	NoDiff
PAFAH1B1	3928.3	0	0.9278	-	NoDiff
ZC2HC1A	358.3	0	0.9279	-	NoDiff
GGT7	592.7	0	0.9279	-	NoDiff
PPM1K	696.9	0	0.9279	-	NoDiff
ZNF133	257.6	0	0.928	-	NoDiff
STARD9	745.6	0	0.928	-	NoDiff
PRDM16-DT	8.2	-0.2	0.928	-	NoDiff
AC068473.5	33.6	0	0.928	-	NoDiff
AL121768.2	10.3	-0.1	0.9281	-	NoDiff
AP001062.3	10.2	-0.4	0.9282	-	NoDiff
QSOX1	201963	0	0.9285	-	NoDiff
AC021016.3	7.3	0.2	0.9285	-	NoDiff
AC005225.4	13.4	-0.1	0.9285	-	NoDiff
NUDCD3	1589.9	0	0.9286	-	NoDiff
ISY1-RAB43	614.1	0	0.9286	-	NoDiff
AD000864.1	7.1	0.1	0.9286	-	NoDiff
TTI2	164.8	0	0.9287	-	NoDiff
WDR45B	1954.5	0	0.9287	-	NoDiff
RYK	1637.2	0	0.9287	-	NoDiff
IMMP2L	106.6	0	0.9287	-	NoDiff
AC007743.1	103.3	0	0.9287	-	NoDiff
AC023509.1	128.2	0.1	0.9287	-	NoDiff
TMCO1	1342.6	0	0.929	-	NoDiff
CALM2	6215.9	0	0.929	-	NoDiff
AC108463.1	19.5	-0.1	0.929	-	NoDiff
AC098487.1	14.9	0.1	0.929	-	NoDiff
KDM7A	399.6	0	0.9292	-	NoDiff
LSR	16.7	0.1	0.9292	-	NoDiff
CLEC2B	179.1	0	0.9292	-	NoDiff
HMGCL	656.5	0	0.9292	-	NoDiff
SLC35E1	1256.8	0	0.9292	-	NoDiff
HUS1	228.6	0	0.9292	-	NoDiff
MTMR6	804.2	0	0.9292	-	NoDiff
FEN1	126.8	0	0.9292	-	NoDiff
BLOC1S3	204.3	0	0.9292	-	NoDiff
ITPRIPL1	55.2	0	0.9292	-	NoDiff
RIMKLBP2	11.1	-0.1	0.9292	-	NoDiff
AC022467.1	6.6	0.2	0.9292	-	NoDiff
AP002364.1	10.9	-0.1	0.9292	-	NoDiff
CACNA1A	323.9	0.2	0.9293	-	NoDiff
MN1	2029.1	-0.1	0.9293	-	NoDiff
PRMT3	216.9	0	0.9293	-	NoDiff
LEF1-AS1	8.8	-0.2	0.9294	-	NoDiff
AC092279.1	29.8	0.1	0.9296	-	NoDiff
AAK1	1194.7	0	0.9297	-	NoDiff
TMEM176A	559.3	-0.4	0.9298	-	NoDiff
SRRT	1592.8	0	0.9298	-	NoDiff
MICALL1	699.9	0	0.9298	-	NoDiff
TMED4	1237.5	0	0.9298	-	NoDiff
FTCD	19.6	-0.2	0.9298	-	NoDiff
IER5	768	0	0.9298	-	NoDiff
MFSD3	117.6	0	0.9298	-	NoDiff
TMCC1	507.2	0	0.9298	-	NoDiff
GPRIN3	6.4	0.1	0.9298	-	NoDiff
AC239809.2	8.7	0.1	0.9298	-	NoDiff
AL450326.1	27.9	0.1	0.9298	-	NoDiff
COX10-AS1	98.8	0	0.9298	-	NoDiff
PCDHGB2	369.8	-0.1	0.9298	-	NoDiff
RUNDC3A-AS1	19.3	0.1	0.9298	-	NoDiff
AC073130.3	6.5	-0.1	0.9298	-	NoDiff
AC138470.1	7.3	0.1	0.9298	-	NoDiff
PRNCR1	10.6	0.1	0.9298	-	NoDiff
AC103591.4	17.3	-0.1	0.9298	-	NoDiff
KATNA1	379.9	0	0.9299	-	NoDiff
RPS4X	16547.8	0	0.9299	-	NoDiff
TMEM242	374.2	0	0.9301	-	NoDiff
AC010834.3	17.7	0.1	0.9301	-	NoDiff
NAF1	148	0	0.9302	-	NoDiff
BTG3	485.8	0	0.9302	-	NoDiff
DEDD	640.7	0	0.9302	-	NoDiff
KCTD21	502.5	0	0.9302	-	NoDiff
GTF2IRD2P1	11.4	0.2	0.9302	-	NoDiff
LINC01004	18.2	0.1	0.9302	-	NoDiff
AC138035.1	39.7	0	0.9302	-	NoDiff
AC009812.3	12.9	0.1	0.9302	-	NoDiff
AC009237.14	101.4	0	0.9302	-	NoDiff
PPP4R3B	1651.4	0	0.9302	-	NoDiff
PTPRU	394.6	0	0.9303	-	NoDiff
FBXO46	151.4	0	0.9303	-	NoDiff
KCTD19	9.1	0.1	0.9305	-	NoDiff
ZNF649	112	0	0.9305	-	NoDiff
AC010913.1	18.5	0.1	0.9305	-	NoDiff
FAT2	11.9	0.1	0.9308	-	NoDiff
MAN1B1	1983.6	0	0.9308	-	NoDiff
AC132872.4	27.3	0	0.9308	-	NoDiff
AL121753.1	9.7	0.1	0.9309	-	NoDiff
ASPSCR1	270.9	0	0.931	-	NoDiff
NOMO3	825.3	0.1	0.9311	-	NoDiff
MRS2	330.9	0	0.9311	-	NoDiff
CCDC59	267.7	0	0.9311	-	NoDiff
FEM1A	91.7	0	0.9311	-	NoDiff
RAG1	31.8	0	0.9311	-	NoDiff
IRX2	52.7	-0.1	0.9311	-	NoDiff
CDK10	506.5	0	0.9311	-	NoDiff
SLX1B-SULT1A4	134.4	0	0.9311	-	NoDiff
AC010168.2	46.2	0	0.9311	-	NoDiff
AC132872.2	8.1	0.1	0.9311	-	NoDiff
AC006213.1	16.4	-0.1	0.9311	-	NoDiff
UPK3BL1	96.8	-0.5	0.9311	-	NoDiff
AF131215.6	20.1	-0.1	0.9311	-	NoDiff
RANBP1	551.1	0	0.9312	-	NoDiff
PGBD1	160.7	0	0.9312	-	NoDiff
SLC28A2	7.3	-0.2	0.9312	-	NoDiff
PEX5	775.3	0	0.9312	-	NoDiff
DONSON	207.5	0	0.9312	-	NoDiff
RALGAPB	1950.4	0	0.9312	-	NoDiff
ARRDC1-AS1	171	0	0.9312	-	NoDiff
AL669831.3	13.7	0.1	0.9312	-	NoDiff
TRIM52-AS1	65.8	0	0.9312	-	NoDiff
LINC01003	49.4	0	0.9312	-	NoDiff
AC130324.3	8	-0.4	0.9312	-	NoDiff
SLC4A1AP	557.8	0	0.9313	-	NoDiff
SMCR8	1072.9	0	0.9313	-	NoDiff
RTCA-AS1	16.9	0.1	0.9313	-	NoDiff
FAM229A	80.7	0	0.9313	-	NoDiff
RPS2P32	8.3	-0.1	0.9313	-	NoDiff
PTPN23	1329.5	0	0.9314	-	NoDiff
USP27X-AS1	18.6	0.1	0.9315	-	NoDiff
RARA-AS1	56.1	0	0.9315	-	NoDiff
CCAR1	1574.5	0	0.9316	-	NoDiff
GCN1	2621.7	0	0.9316	-	NoDiff
CD99L2	3167.6	0	0.9316	-	NoDiff
NPRL3	697.3	0	0.9316	-	NoDiff
RBM10	674	0	0.9316	-	NoDiff
AC112491.1	7	0.2	0.9316	-	NoDiff
VWA1	120.5	0	0.9317	-	NoDiff
UBE4B	2296.6	0	0.9318	-	NoDiff
ATP10D	972.9	0	0.9318	-	NoDiff
FAR2P2	8	0.2	0.9318	-	NoDiff
SYNE2	1710.2	0	0.932	-	NoDiff
TIMM29	164.7	0	0.932	-	NoDiff
BTG3-AS1	12.4	-0.1	0.932	-	NoDiff
AC004834.1	11.3	0.1	0.9321	-	NoDiff
EAPP	661	0	0.9322	-	NoDiff
CCDC74B	135.2	0	0.9322	-	NoDiff
TCEA2	570.4	0	0.9322	-	NoDiff
NCAPD2	1231.1	0	0.9323	-	NoDiff
IFT74	284.7	0	0.9323	-	NoDiff
MADCAM1	9.6	-0.1	0.9323	-	NoDiff
SP4	140	0	0.9323	-	NoDiff
FBXL8	127.1	0	0.9323	-	NoDiff
NOMO2	2986.4	0	0.9323	-	NoDiff
AC110597.3	301.3	0	0.9323	-	NoDiff
AC091959.3	135.4	0	0.9323	-	NoDiff
DGCR8	654.6	0	0.9324	-	NoDiff
UNC80	68.6	0	0.9324	-	NoDiff
PRORSD1P	13.3	-0.1	0.9326	-	NoDiff
ATAD3C	8.9	-0.1	0.9326	-	NoDiff
LINC00923	74.7	0	0.9326	-	NoDiff
AL157893.1	7.7	0.1	0.9326	-	NoDiff
TRIM3	388.3	0	0.9327	-	NoDiff
CTBS	656	0	0.9327	-	NoDiff
CAMK1	352.7	0	0.9327	-	NoDiff
RAMP2-AS1	11.5	0.1	0.9327	-	NoDiff
LINC01204	15.5	-0.1	0.9327	-	NoDiff
LINC01287	14.8	-0.1	0.9327	-	NoDiff
JMY	951.1	0	0.9328	-	NoDiff
TUBB1	6.4	-0.3	0.933	-	NoDiff
AC245297.3	38.3	0	0.933	-	NoDiff
UBE2L6	1342.6	0	0.9332	-	NoDiff
TMED10	5843.9	0	0.9332	-	NoDiff
COLGALT2	279.3	-0.1	0.9332	-	NoDiff
SCO2	8.8	-0.3	0.9332	-	NoDiff
AHSA1	1094	0	0.9333	-	NoDiff
GOLGA6L4	209.7	0	0.9333	-	NoDiff
AC025048.2	33.9	-0.1	0.9333	-	NoDiff
AL031118.1	15.6	0.1	0.9335	-	NoDiff
RIMBP3	11.1	-0.2	0.9335	-	NoDiff
AC015922.3	118.1	0	0.9335	-	NoDiff
AC008537.3	53	0	0.9335	-	NoDiff
FZD9	7.3	0.2	0.9336	-	NoDiff
AC245297.1	267.9	0.1	0.9336	-	NoDiff
CUL3	1714.2	0	0.934	-	NoDiff
TNPO1	4720	0	0.934	-	NoDiff
MLC1	13.9	0.2	0.934	-	NoDiff
ANKRD7	6.5	0.1	0.934	-	NoDiff
PARP1	1609.1	0	0.934	-	NoDiff
AC010198.2	124	0.1	0.934	-	NoDiff
AC092919.2	11.7	-0.1	0.9342	-	NoDiff
AC012435.1	14.1	0.1	0.9344	-	NoDiff
AC093726.2	7.7	-0.1	0.9344	-	NoDiff
TMEM41B	460.6	0	0.9345	-	NoDiff
ALPK2	547.8	-0.2	0.9345	-	NoDiff
CLCN6	675.4	0	0.935	-	NoDiff
ALDH16A1	267.2	0	0.935	-	NoDiff
AC073861.1	13.2	-0.1	0.935	-	NoDiff
CNKSR2	10.3	-0.2	0.9353	-	NoDiff
DBIL5P	6.4	-0.2	0.9353	-	NoDiff
FOXP2	474.7	0	0.9354	-	NoDiff
STXBP2	68.9	-0.1	0.9355	-	NoDiff
PPCS	501.1	0	0.9355	-	NoDiff
DYNC1LI2	4312.8	0	0.9355	-	NoDiff
MED12L	29.6	0.1	0.9355	-	NoDiff
ZNF530	49.3	-0.1	0.9355	-	NoDiff
NDUFA13	1318.2	0	0.9355	-	NoDiff
PPP1R3G	73.1	0	0.9355	-	NoDiff
HLX-AS1	18	0.1	0.9355	-	NoDiff
AC026801.2	7.6	0.1	0.9355	-	NoDiff
SENP3-EIF4A1	7.7	0.4	0.9355	-	NoDiff
HERC2P4	17.3	0.3	0.9357	-	NoDiff
MRPS10	742.5	0	0.9358	-	NoDiff
HMGXB3	1056.9	0	0.9358	-	NoDiff
PUDP	311.7	0	0.9358	-	NoDiff
PDIA6	5039.6	0	0.9358	-	NoDiff
MARCH6	2519.2	0	0.9358	-	NoDiff
MSRB2	362.7	0	0.9358	-	NoDiff
MOBP	6.2	0.1	0.9358	-	NoDiff
FUT10	277.9	0	0.9358	-	NoDiff
CARD9	25.7	-0.1	0.9358	-	NoDiff
RNF39	16.1	-0.1	0.9358	-	NoDiff
WWTR1-AS1	6.6	-0.2	0.9358	-	NoDiff
RDH10-AS1	66.9	-0.1	0.9358	-	NoDiff
AC093788.1	6.6	0.2	0.9358	-	NoDiff
HINT2	148.3	0	0.9359	-	NoDiff
SYNPO2L	13.3	0.1	0.9359	-	NoDiff
ADCY2	28.8	-0.1	0.936	-	NoDiff
ARHGEF33	19.7	0.1	0.936	-	NoDiff
AC017083.2	36.3	-0.2	0.936	-	NoDiff
CDCA7	36.2	0.1	0.9361	-	NoDiff
FAM243A	7.2	0.3	0.9361	-	NoDiff
ACY1	271.7	0	0.9361	-	NoDiff
AL356737.1	125.9	0	0.9361	-	NoDiff
CEP170B	861.9	0	0.9362	-	NoDiff
ATAD2B	255.6	0	0.9363	-	NoDiff
ETV4	43.4	0.1	0.9364	-	NoDiff
TSHZ2	68.7	0.3	0.9364	-	NoDiff
MID2	150.5	0	0.9365	-	NoDiff
IFT20	441.7	0	0.9365	-	NoDiff
JHY	142.8	0	0.9365	-	NoDiff
SMUG1	248.9	0	0.9365	-	NoDiff
UBXN1	1563.6	0	0.9365	-	NoDiff
PRKCI	1377.8	0	0.9365	-	NoDiff
AC084337.1	11.1	0.1	0.9365	-	NoDiff
AL139089.1	16.7	0.1	0.9365	-	NoDiff
AC027682.7	8.6	-0.1	0.9365	-	NoDiff
AC004974.1	7.2	-0.2	0.9365	-	NoDiff
RREB1	607.1	0	0.9367	-	NoDiff
NUP35	80	0	0.9367	-	NoDiff
NPNT	37.6	0.2	0.9367	-	NoDiff
ATP2A1	11	0.1	0.9367	-	NoDiff
MT-TT	16.6	-0.1	0.9367	-	NoDiff
AC008147.2	31.7	0	0.9367	-	NoDiff
MTG2	383	0	0.9369	-	NoDiff
SUV39H1	56.8	0	0.9369	-	NoDiff
RPL5	12845.6	0	0.9369	-	NoDiff
SLC25A23	1550.5	0	0.9369	-	NoDiff
PODNL1	314.8	-0.1	0.9369	-	NoDiff
ARHGAP24	500.8	0	0.9369	-	NoDiff
SCUBE3	159.7	-0.1	0.9369	-	NoDiff
KIAA1143	1107.4	0	0.9369	-	NoDiff
ZNF148	1312	0	0.9369	-	NoDiff
RSKR	44.4	0	0.9369	-	NoDiff
NPIPB2	70.7	0.1	0.9369	-	NoDiff
MIR600HG	18.7	-0.1	0.9369	-	NoDiff
DGUOK-AS1	6.4	0.1	0.9369	-	NoDiff
ATP5MF	916.5	0	0.9369	-	NoDiff
ARPC1A	1849.3	0	0.9369	-	NoDiff
EIF4EBP3	155.5	0	0.9369	-	NoDiff
AC073912.1	7.1	0.3	0.9369	-	NoDiff
AC124798.1	20.5	0	0.9369	-	NoDiff
F8A3	132.2	-0.4	0.9369	-	NoDiff
AC139768.2	13.2	-0.1	0.9369	-	NoDiff
CR381653.1	21.8	0.1	0.9369	-	NoDiff
FAM223A	7.4	-0.1	0.9369	-	NoDiff
PHKG2	273.9	0	0.9371	-	NoDiff
CCDC144NL-AS1	7	-0.1	0.9371	-	NoDiff
AP005061.1	27.3	-0.1	0.9371	-	NoDiff
ZDHHC24	399.7	0	0.9375	-	NoDiff
AC103691.1	9.9	0.1	0.9375	-	NoDiff
PRR12	654.6	0	0.9376	-	NoDiff
AC006538.1	402.5	0	0.9376	-	NoDiff
MXD1	188.4	0	0.9377	-	NoDiff
TCF7L2	732	0	0.9377	-	NoDiff
SRRD	257.3	0	0.9378	-	NoDiff
CHAD	15.9	-0.1	0.9378	-	NoDiff
GNA14	80	0	0.9378	-	NoDiff
NLGN1	69.1	-0.1	0.9378	-	NoDiff
AC036176.1	33.5	0	0.9378	-	NoDiff
VGLL4	883.5	0	0.9379	-	NoDiff
COA6-AS1	11.5	0.1	0.9379	-	NoDiff
AL365204.2	8.4	-0.1	0.9379	-	NoDiff
ZNF436-AS1	116.9	0	0.9379	-	NoDiff
AC106760.1	10	-0.7	0.9379	-	NoDiff
AL356019.2	27.6	0	0.9379	-	NoDiff
AC005253.1	47.3	0	0.9379	-	NoDiff
AC074386.1	21.6	-0.1	0.9379	-	NoDiff
UPK1A-AS1	12.3	-0.1	0.9382	-	NoDiff
AC010329.1	30.8	0	0.9382	-	NoDiff
C11orf54	424.6	0	0.9383	-	NoDiff
TSNARE1	167.5	0	0.9385	-	NoDiff
ZFP91	2369.6	0	0.9385	-	NoDiff
NSUN4	291.3	0	0.9386	-	NoDiff
RWDD2B	396.3	0	0.9386	-	NoDiff
WDCP	218.8	0	0.9386	-	NoDiff
AJ009632.2	10.8	0.1	0.9386	-	NoDiff
AC136604.2	8.7	-0.1	0.9386	-	NoDiff
MYO19	347.8	0	0.9386	-	NoDiff
SYP	24.7	-0.1	0.9389	-	NoDiff
AC022826.2	21.5	-0.1	0.9389	-	NoDiff
GTF2IRD1	290.2	0	0.939	-	NoDiff
ANAPC5	2175.3	0	0.939	-	NoDiff
SMARCA4	1588.1	0	0.939	-	NoDiff
TMEM201	124.3	0	0.939	-	NoDiff
RN7SL832P	8.5	0.1	0.939	-	NoDiff
FOXN3-AS1	27.4	0	0.939	-	NoDiff
SULT1A3	80.6	0.1	0.939	-	NoDiff
HSD17B2	32.8	0.2	0.9392	-	NoDiff
ZNF337	406.7	0	0.9392	-	NoDiff
RAB37	6.9	-0.1	0.9392	-	NoDiff
ARV1	224.1	0	0.9392	-	NoDiff
LYSMD3	535.6	0	0.9392	-	NoDiff
ZNF28	183.4	0	0.9392	-	NoDiff
TRIM27	892.2	0	0.9392	-	NoDiff
AC009065.4	10.7	0.1	0.9392	-	NoDiff
LINC01572	9.6	-0.1	0.9392	-	NoDiff
AC006504.1	16.3	-0.2	0.9392	-	NoDiff
AC131212.2	7.6	-0.2	0.9392	-	NoDiff
VPS37C	332.2	0	0.9395	-	NoDiff
SERPINB2	10.1	-0.1	0.9395	-	NoDiff
AL441992.1	11.7	-0.1	0.9395	-	NoDiff
WDR33	1111.3	0	0.9396	-	NoDiff
ARSA	908.6	0	0.9398	-	NoDiff
LPL	14.4	-0.4	0.9398	-	NoDiff
TMEM39A	854.1	0	0.9398	-	NoDiff
ASB7	389.5	0	0.9398	-	NoDiff
RABGAP1L-IT1	25.3	0	0.9398	-	NoDiff
ZNF844	283.2	0	0.9398	-	NoDiff
NGDN	247.2	0	0.94	-	NoDiff
FBXO45	172.6	0	0.94	-	NoDiff
C3orf33	50.7	0	0.94	-	NoDiff
AC025171.1	37.5	0	0.94	-	NoDiff
NAALADL1	155.5	0	0.9402	-	NoDiff
INTS4P2	7.3	0.2	0.9402	-	NoDiff
ACSM3	20.3	0	0.9403	-	NoDiff
CCNT2	669.7	0	0.9403	-	NoDiff
DOCK7	2841.2	0	0.9403	-	NoDiff
CCDC18	100.5	-0.1	0.9403	-	NoDiff
DTX3L	1155.6	0	0.9403	-	NoDiff
SLU7	1257.7	0	0.9403	-	NoDiff
PCLAF	27.6	0.1	0.9403	-	NoDiff
FSD2	7.4	0.1	0.9403	-	NoDiff
AC069282.1	14.2	0.1	0.9403	-	NoDiff
LINC01239	59.2	-0.1	0.9403	-	NoDiff
HGH1	248	0	0.9403	-	NoDiff
SHLD3	21.8	0	0.9403	-	NoDiff
AC003102.1	22.6	0	0.9403	-	NoDiff
AC010655.4	6.9	-0.3	0.9403	-	NoDiff
LINC00547	12.1	0.1	0.9403	-	NoDiff
AC104452.1	266.2	0	0.9403	-	NoDiff
RPL3	31805.8	0	0.9404	-	NoDiff
LINC01934	13.1	0.1	0.9404	-	NoDiff
AC087639.2	13.1	-0.1	0.9404	-	NoDiff
POP7	199.9	0	0.9405	-	NoDiff
PEX11G	35.9	0	0.9408	-	NoDiff
TMEM176B	851.5	-0.3	0.9408	-	NoDiff
PGAP3	406.8	0	0.9408	-	NoDiff
BRD7	1050.1	0	0.9408	-	NoDiff
ERN1	375.3	0	0.9408	-	NoDiff
C9orf50	7.8	0.1	0.9408	-	NoDiff
AC004151.1	289	0	0.9408	-	NoDiff
CHM	671.4	0	0.9408	-	NoDiff
SERTAD1	223.7	0	0.9408	-	NoDiff
AC104083.1	67.1	0.1	0.9408	-	NoDiff
KCNE1B	8.4	-0.2	0.9408	-	NoDiff
ZNF775	86.8	0	0.9409	-	NoDiff
MAMDC2-AS1	6.3	0.1	0.9409	-	NoDiff
DHRS11	41.6	0	0.9409	-	NoDiff
AC002074.1	24.9	0.1	0.9409	-	NoDiff
RNASEL	369.3	0	0.9412	-	NoDiff
LIMK2	534.7	0	0.9414	-	NoDiff
LINC02664	6.2	0.1	0.9414	-	NoDiff
SMARCD1	809.6	0	0.9415	-	NoDiff
CRYBB2P1	190.7	0	0.9415	-	NoDiff
XRN1	1616.6	0	0.9415	-	NoDiff
ACO1	3038	0	0.9415	-	NoDiff
DUSP11	396	0	0.9415	-	NoDiff
GPT	21.7	-0.1	0.9415	-	NoDiff
COPB2	4385.1	0	0.9415	-	NoDiff
ZNF600	125.8	0	0.9415	-	NoDiff
CDC42SE1	1029.4	0	0.9415	-	NoDiff
SARNP	673.2	0	0.9415	-	NoDiff
PCA3	27.8	-0.1	0.9415	-	NoDiff
RPS3AP38	11.9	0.1	0.9415	-	NoDiff
RASA4CP	12.6	-0.1	0.9415	-	NoDiff
AL354733.2	8.6	0.1	0.9415	-	NoDiff
AC068870.2	20.3	-0.1	0.9415	-	NoDiff
MARCH5	694.2	0	0.9416	-	NoDiff
CHRD	247.9	0	0.9417	-	NoDiff
AKIP1	506.4	0	0.9417	-	NoDiff
RPL23P2	6.3	0.1	0.9417	-	NoDiff
NDUFB1	438.7	0	0.9417	-	NoDiff
HDHD3	119.7	0.1	0.9418	-	NoDiff
AC010320.4	6.7	-0.1	0.9418	-	NoDiff
AC018645.2	14.6	-0.1	0.9418	-	NoDiff
AC090616.6	50.6	0	0.9418	-	NoDiff
IQCB1	216.8	0	0.942	-	NoDiff
AC073862.5	24.9	-0.1	0.942	-	NoDiff
MCM6	529.4	0	0.9421	-	NoDiff
C5	238.3	0	0.9421	-	NoDiff
TBC1D13	989.2	0	0.9421	-	NoDiff
HTRA2	317.3	0	0.9421	-	NoDiff
CFAP300	75.8	0	0.9421	-	NoDiff
LRRC43	27.8	0	0.9421	-	NoDiff
CCDC112	162.3	0	0.9421	-	NoDiff
ERAP2	853.2	0.2	0.9421	-	NoDiff
NDUFA11	1481.6	0	0.9421	-	NoDiff
GTF2IRD2	428.6	0	0.9421	-	NoDiff
WASH4P	30.7	-0.1	0.9421	-	NoDiff
AC137932.3	16.9	0.1	0.9421	-	NoDiff
AC073610.2	12.1	0.2	0.9421	-	NoDiff
RPS2P46	39	0.1	0.9422	-	NoDiff
AC015813.1	165.1	0	0.9422	-	NoDiff
PSMA4	1238.2	0	0.9423	-	NoDiff
GDI2	3309.3	0	0.9423	-	NoDiff
CISH	49.8	0	0.9423	-	NoDiff
GOT2	808.8	0	0.9423	-	NoDiff
IRAK1BP1	123	0	0.9423	-	NoDiff
AC046143.1	7.3	-0.1	0.9423	-	NoDiff
AC005670.2	191.8	0	0.9423	-	NoDiff
TRABD2B	39.3	-0.1	0.9423	-	NoDiff
AC126283.2	33.3	0.2	0.9423	-	NoDiff
SCMH1	752	0	0.9424	-	NoDiff
RPS15	4617.3	0	0.9424	-	NoDiff
AP1S3	24.6	0	0.9424	-	NoDiff
CRCP	663.5	0	0.9424	-	NoDiff
PRKDC	5636.9	0	0.9424	-	NoDiff
FAM66D	8.2	0.1	0.9424	-	NoDiff
TAS1R3	8.3	0.1	0.9426	-	NoDiff
AL162311.3	23.6	0	0.9426	-	NoDiff
CEBPB-AS1	14.8	-0.1	0.9426	-	NoDiff
TFB1M	112.8	0	0.9427	-	NoDiff
TMEM38A	70.2	0	0.9427	-	NoDiff
CCR7	21.4	0	0.9427	-	NoDiff
GPC3	1256.4	-0.2	0.9427	-	NoDiff
OCLN	60	-0.1	0.9427	-	NoDiff
MT-TP	239.4	0	0.9427	-	NoDiff
LPAL2	7.6	-0.1	0.9427	-	NoDiff
SUCLG2-AS1	32.4	0	0.9427	-	NoDiff
AL353807.3	16.1	0.1	0.9427	-	NoDiff
TMEM86A	96.5	-0.1	0.9429	-	NoDiff
TRIM46	130	0	0.9429	-	NoDiff
SH2B1	924.8	0	0.9429	-	NoDiff
AC013268.1	9.7	-0.6	0.9429	-	NoDiff
ZNF805	49.3	0	0.9429	-	NoDiff
LINC01579	9.7	-0.1	0.9429	-	NoDiff
RRAGB	472.6	0	0.9431	-	NoDiff
MGST2	125.8	0	0.9431	-	NoDiff
NUTF2	1261.4	0	0.9431	-	NoDiff
TAX1BP1	3399.1	0	0.9431	-	NoDiff
TUBGCP3	494.3	0	0.9431	-	NoDiff
ARPC1B	2022.6	0	0.9431	-	NoDiff
RABL3	398.5	0	0.9431	-	NoDiff
HSPA13	736.7	0	0.9431	-	NoDiff
MPZ	17.3	0.1	0.9431	-	NoDiff
CACNB3	1251.8	0	0.9431	-	NoDiff
SNUPN	488	0	0.9431	-	NoDiff
HSPA4	3132.7	0	0.9431	-	NoDiff
PDE4DIP	6526.5	0	0.9431	-	NoDiff
GTF2H2C	390.9	0	0.9431	-	NoDiff
FIS1	1088	0	0.9431	-	NoDiff
FAM185BP	14.2	0.1	0.9431	-	NoDiff
ATXN7L3B	1546	0	0.9431	-	NoDiff
AC012557.1	13.6	0.1	0.9431	-	NoDiff
AC244153.1	22.3	0.1	0.9431	-	NoDiff
TBC1D3C	60.9	0.2	0.9431	-	NoDiff
AC016831.7	66	0.1	0.9431	-	NoDiff
AC007448.4	15.5	-0.1	0.9431	-	NoDiff
SLC25A13	147.7	0	0.9433	-	NoDiff
TSPOAP1	146.7	0	0.9433	-	NoDiff
FYN	1665.9	0	0.9433	-	NoDiff
PTGR1	1392.7	0	0.9433	-	NoDiff
CBX3	2062.8	0	0.9433	-	NoDiff
RNF11	2418.1	0	0.9433	-	NoDiff
ARMH4	109.9	0	0.9433	-	NoDiff
CREB3L4	126.6	0	0.9433	-	NoDiff
DIRAS2	13.3	0.1	0.9433	-	NoDiff
SLC35G1	195.5	0	0.9433	-	NoDiff
ZNF48	116	0	0.9433	-	NoDiff
UROS	854.1	0	0.9433	-	NoDiff
PRELP	13762.9	0	0.9433	-	NoDiff
MTCO3P12	6.5	-0.1	0.9433	-	NoDiff
AL513550.1	45.3	0	0.9433	-	NoDiff
AC007038.1	16.7	0	0.9433	-	NoDiff
AL691447.2	62.9	0	0.9433	-	NoDiff
EEF1A1P19	16.2	0.1	0.9433	-	NoDiff
AL160286.2	10.3	0.1	0.9433	-	NoDiff
FGF14-AS2	12.9	-0.1	0.9433	-	NoDiff
C10orf25	73.1	0	0.9434	-	NoDiff
BID	325.9	0	0.9435	-	NoDiff
HUWE1	8237.4	0	0.9435	-	NoDiff
EEF1AKMT3	156.5	0	0.9435	-	NoDiff
MRPS7	412.9	0	0.9435	-	NoDiff
PHC3	1566	0	0.9435	-	NoDiff
AC090198.1	42.4	0	0.9435	-	NoDiff
FAM104A	580.3	0	0.9436	-	NoDiff
SF3A2	555.9	0	0.9437	-	NoDiff
ADIRF	245.3	0	0.9437	-	NoDiff
YTHDF1	785.1	0	0.9437	-	NoDiff
RNASEH2C	450	0	0.9437	-	NoDiff
LINC01465	10.8	0.1	0.9437	-	NoDiff
ZNF883	81.7	0	0.9437	-	NoDiff
ETFB	654.1	0	0.9438	-	NoDiff
CDK2AP1	2634.7	0	0.9438	-	NoDiff
TMEM184A	13.7	-0.1	0.9438	-	NoDiff
