OTUID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_298	17	25	19	3	43	15	2	4	12	9	10	17	3	57	7	5	7	6
ASV_340	16	24	6	8	3	8	14	26	22	13	21	23	29	3	10	22	6	14
ASV_412	17	12	14	30	21	14	23	7	9	8	20	9	15	16	10	13	24	11
ASV_351	29	1	2	24	13	11	46	12	26	18	15	40	7	9	5	8	5	8
ASV_319	13	10	10	27	19	21	11	6	18	13	13	7	14	22	18	10	16	14
ASV_343	19	22	9	10	13	12	15	13	17	6	12	16	16	7	18	24	13	17
ASV_360	14	10	34	7	1	2	30	5	11	20	15	9	0	31	4	28	9	21
ASV_349	15	37	25	21	5	9	27	3	15	15	6	17	12	16	9	5	5	13
ASV_309	16	27	6	20	8	11	13	15	16	7	12	16	23	10	21	14	5	22
ASV_326	16	14	13	4	3	11	19	38	15	13	15	26	11	14	17	16	9	15
ASV_333	22	10	10	0	5	12	21	15	15	19	11	22	9	15	29	19	8	18
ASV_344	20	11	24	22	31	16	12	8	5	8	13	15	12	11	7	11	9	15
ASV_346	18	22	5	10	13	2	20	7	13	21	13	31	19	12	8	7	17	9
ASV_335	9	11	12	3	4	6	52	20	33	11	10	13	5	12	17	11	8	15
ASV_336	13	19	41	15	24	20	11	17	7	6	10	10	7	6	9	11	9	12
ASV_396	9	18	15	10	4	6	11	22	16	13	16	12	14	12	15	13	5	35
ASV_338	39	3	12	7	74	26	4	0	5	7	2	6	8	8	6	7	14	15
ASV_362	16	18	12	9	3	12	19	15	19	13	19	27	10	17	6	11	9	18
ASV_347	18	12	32	5	4	13	21	13	7	13	16	22	11	15	19	3	6	16
ASV_313	9	9	6	13	12	8	4	22	18	21	13	14	26	9	16	12	18	18
ASV_318	7	1	16	2	21	6	17	8	14	14	18	9	12	20	23	16	11	23
ASV_371	6	10	14	16	14	9	9	7	6	17	28	14	8	4	30	10	19	24
ASV_387	22	14	27	31	2	3	33	12	8	9	25	20	9	7	10	11	1	11
ASV_320	20	33	10	8	4	23	8	2	22	4	3	8	8	9	10	29	24	5
ASV_332	24	25	5	12	19	12	8	17	11	16	8	12	22	9	16	9	5	16
ASV_376	7	9	4	7	10	16	29	13	34	26	12	40	4	0	9	9	3	18
ASV_573	14	17	29	10	21	20	14	8	11	15	16	10	9	5	12	7	8	8
ASV_366	21	12	14	24	9	11	10	17	22	7	8	14	9	7	27	15	17	3
ASV_370	7	13	10	7	3	9	20	10	19	17	20	21	9	10	15	10	12	24
ASV_372	17	17	12	7	12	7	19	21	9	9	27	16	9	16	15	7	17	9
ASV_853	18	16	13	22	23	20	9	13	18	7	7	16	9	11	15	12	8	18
ASV_364	9	8	6	2	11	7	3	4	3	12	95	27	6	23	18	14	3	4
ASV_873	21	16	14	6	6	8	20	27	19	17	9	21	20	7	20	8	7	5
ASV_334	12	4	10	7	3	4	9	8	50	25	7	12	17	18	15	21	8	15
ASV_337	24	8	4	7	3	14	26	11	15	9	24	29	15	8	11	15	11	15
ASV_350	12	8	9	6	7	12	5	1	10	5	26	6	10	71	11	7	27	4
ASV_361	16	11	15	13	11	12	14	12	17	11	17	21	12	11	12	9	14	5
ASV_379	9	55	3	4	10	33	5	14	6	18	5	5	2	2	8	37	4	9
ASV_391	10	11	15	11	18	65	5	8	0	5	15	9	17	13	8	6	5	8
ASV_390	20	17	12	12	10	14	8	3	16	13	5	34	18	4	11	6	24	8
ASV_353	11	15	23	7	21	11	7	12	8	19	23	14	4	4	9	18	13	15
ASV_394	6	14	3	16	4	18	6	13	11	4	14	17	27	1	19	24	12	24
ASV_341	10	24	8	23	12	11	11	12	14	13	7	9	20	10	11	16	12	13
ASV_382	20	22	7	14	1	5	22	14	10	14	14	33	17	9	7	6	7	16
ASV_374	14	19	13	2	9	6	23	13	9	14	28	14	12	6	14	6	21	16
ASV_385	9	12	40	3	6	10	15	13	8	14	16	7	5	6	20	32	2	15
ASV_389	15	7	13	17	10	49	13	12	17	7	14	9	13	3	9	8	6	12
ASV_439	14	8	10	11	3	16	21	11	9	8	19	25	8	14	16	5	14	16
ASV_373	17	10	7	11	10	12	10	19	10	15	10	23	19	18	16	9	8	15
ASV_1534	7	18	10	23	1	10	20	27	13	9	12	14	15	11	21	2	8	10
ASV_436	17	17	3	10	12	18	10	18	18	14	17	9	12	14	10	9	10	9
ASV_538	6	1	34	1	6	36	2	13	13	13	15	3	21	22	0	4	24	11
ASV_555	10	8	7	11	12	15	12	10	16	12	17	13	8	21	13	11	16	9
ASV_426	18	11	22	16	9	17	12	11	13	6	20	8	6	5	14	8	6	13
ASV_329	14	4	5	3	5	2	20	14	21	12	6	13	11	21	24	19	17	19
ASV_2902	9	5	1	3	2	4	24	17	12	20	13	20	9	13	18	10	27	25
ASV_363	7	11	2	7	26	11	15	10	10	11	6	17	1	6	19	42	3	21
ASV_355	23	13	8	9	11	12	19	10	12	15	14	20	11	6	9	11	6	15
ASV_407	9	16	11	18	5	3	6	10	11	10	12	10	9	3	62	4	8	10
ASV_359	25	14	17	3	7	19	19	15	5	7	10	26	9	8	7	8	9	9
ASV_816	11	9	3	5	11	10	15	5	14	12	15	11	9	12	15	16	19	24
ASV_365	9	5	11	36	21	18	9	5	14	3	4	6	2	32	5	15	15	5
ASV_1208	25	15	20	9	5	16	21	12	15	10	7	18	6	6	15	11	2	5
ASV_383	12	10	3	7	3	7	9	16	11	10	17	18	20	18	19	14	17	13
ASV_381	12	12	5	16	4	12	15	16	8	13	16	24	9	13	17	9	9	9
ASV_597	22	5	38	33	13	2	9	5	4	6	4	18	5	3	16	17	6	3
ASV_358	14	7	13	10	12	11	13	10	13	9	10	17	7	11	16	8	11	12
ASV_505	4	17	11	8	4	4	17	21	6	18	10	8	19	11	21	8	11	11
ASV_402	10	2	8	18	41	21	7	27	2	19	4	3	5	10	2	14	11	6
ASV_401	11	10	11	11	2	8	16	11	19	11	10	15	9	10	15	17	11	10
ASV_400	4	17	17	13	8	6	11	11	18	8	15	13	19	12	11	12	12	6
ASV_414	14	17	1	13	0	6	15	26	23	37	2	3	8	2	7	13	0	25
ASV_625	3	7	54	18	4	8	13	12	7	9	7	7	3	2	20	17	4	9
ASV_435	6	19	5	17	4	16	19	10	9	7	8	24	11	7	7	11	11	16
ASV_441	2	15	47	27	1	1	15	7	6	11	13	8	5	14	5	4	6	13
ASV_375	6	6	10	7	30	6	8	14	9	18	10	12	13	8	11	8	11	16
ASV_395	12	20	8	11	4	11	6	17	14	22	15	9	14	13	5	7	5	12
ASV_405	12	16	18	14	20	31	10	5	6	5	9	11	6	9	6	8	14	5
ASV_413	5	11	13	15	8	4	12	9	10	4	19	9	7	17	12	21	11	10
ASV_458	18	12	7	7	5	34	8	13	11	20	7	33	6	2	4	5	2	11
ASV_652	9	11	7	69	1	40	1	0	21	2	4	4	4	4	10	3	4	3
ASV_380	4	9	4	8	22	6	5	22	6	15	29	5	4	3	15	9	10	19
ASV_404	6	16	7	9	4	9	18	17	7	20	14	19	11	10	9	12	12	11
ASV_418	24	7	4	3	17	16	9	6	17	23	10	8	10	5	8	8	11	16
ASV_445	12	8	10	5	16	15	11	13	7	16	17	14	2	5	12	14	5	14
ASV_588	8	25	5	3	7	12	8	20	17	13	10	15	8	11	20	10	4	11
ASV_593	13	9	9	5	12	26	6	8	9	9	11	14	12	7	13	17	10	6
ASV_556	16	22	8	10	1	30	35	8	11	7	4	9	8	4	6	4	13	8
ASV_384	3	10	5	31	7	6	16	4	9	10	11	6	6	8	29	7	19	14
ASV_417	13	18	6	17	8	8	21	10	18	7	10	17	9	11	6	3	10	12
ASV_386	25	22	0	1	9	2	4	18	2	12	21	14	7	0	5	7	33	22
ASV_422	8	15	16	8	12	23	7	3	14	5	16	14	7	8	12	17	14	8
ASV_523	7	45	38	6	1	7	4	5	5	8	11	7	10	6	13	10	1	13
ASV_398	13	10	0	25	8	6	30	9	13	11	12	11	6	3	13	8	4	17
ASV_419	5	4	7	17	30	8	6	3	2	8	46	19	3	2	5	9	14	12
ASV_433	6	33	4	16	2	12	11	6	3	8	3	18	3	12	28	15	0	19
ASV_438	10	10	11	4	18	51	18	10	5	8	8	12	7	3	7	3	3	10
ASV_416	8	1	1	0	0	87	6	5	2	0	10	52	9	0	2	19	0	3
ASV_367	15	13	54	1	0	7	11	11	9	4	9	16	6	4	16	12	3	10
ASV_582	19	16	3	4	0	3	18	13	9	13	2	9	41	6	16	2	10	5
ASV_377	14	10	9	12	6	5	16	13	13	9	14	19	11	8	14	7	3	10
ASV_425	10	4	1	11	0	1	26	2	6	17	25	29	3	3	17	18	15	9
ASV_1983	8	7	40	10	10	10	9	15	2	14	15	6	5	5	5	5	11	16
ASV_409	12	24	9	9	10	16	15	13	12	8	7	11	7	8	3	3	11	9
ASV_460	7	8	12	27	31	11	5	4	4	5	8	3	9	14	5	3	10	18
ASV_392	11	5	6	12	17	11	2	3	20	14	6	2	18	15	5	12	15	12
ASV_397	5	10	8	10	5	10	13	14	29	16	12	9	9	3	8	11	9	9
ASV_411	8	8	3	7	27	9	3	7	7	5	17	12	5	5	13	10	24	11
ASV_403	14	0	2	1	0	0	0	0	113	0	0	0	61	0	1	0	0	1
ASV_465	41	59	4	1	0	6	14	4	8	10	7	13	7	4	3	0	3	2
ASV_442	3	28	0	12	69	3	5	4	13	6	4	4	2	7	1	8	2	10
ASV_478	10	1	17	17	6	17	6	13	1	11	11	10	7	13	22	10	5	5
ASV_1275	25	10	16	12	15	10	6	15	9	4	9	8	4	9	4	13	8	4
ASV_444	5	8	3	47	6	1	15	4	6	17	2	15	4	2	19	1	11	14
ASV_440	6	11	14	8	9	6	7	13	10	9	24	13	12	10	11	1	13	10
ASV_507	13	10	11	16	10	13	21	9	7	11	10	17	5	5	17	5	3	11
ASV_1027	15	10	1	20	7	18	9	0	16	7	20	7	6	5	14	18	3	2
ASV_470	9	5	5	12	2	7	20	7	16	9	31	7	15	5	9	6	7	11
ASV_410	8	11	12	12	28	12	7	8	1	6	7	15	5	9	7	10	10	4
ASV_415	0	129	0	0	1	0	0	1	21	2	0	2	0	0	1	0	0	20
ASV_452	36	2	4	9	6	11	9	8	6	13	5	25	7	2	9	6	9	15
ASV_399	10	1	12	2	17	12	6	6	17	12	9	8	18	14	6	9	18	10
ASV_406	17	12	4	4	6	14	17	7	14	9	7	12	11	8	12	10	7	11
ASV_424	7	7	5	3	2	9	26	12	16	12	10	14	6	3	20	5	16	9
ASV_454	2	6	8	2	0	3	3	16	89	10	5	6	1	1	5	17	4	4
ASV_457	5	17	15	6	7	7	10	24	3	3	3	15	14	11	18	12	10	4
ASV_481	9	13	5	13	14	11	13	6	18	13	11	13	16	3	3	8	6	9
ASV_539	3	54	2	7	5	3	9	17	8	5	7	6	6	11	14	11	5	4
ASV_432	27	7	12	20	15	24	0	3	3	8	5	4	7	7	3	12	20	6
ASV_428	7	11	9	11	14	10	8	9	12	7	8	8	6	12	10	15	13	6
ASV_467	8	18	4	0	7	3	26	29	26	10	14	3	5	2	5	11	7	1
ASV_506	14	13	3	9	8	9	8	5	19	9	11	26	1	5	10	10	17	7
ASV_408	0	25	5	0	67	5	3	2	3	1	5	25	8	5	1	4	2	8
ASV_423	9	10	5	9	2	12	16	4	8	9	17	11	9	11	9	11	7	15
ASV_480	7	10	1	4	0	4	32	9	6	8	11	9	6	5	29	2	12	20
ASV_547	6	7	4	10	11	5	11	7	7	14	12	10	6	13	13	16	7	10
ASV_509	0	16	8	0	0	4	17	34	23	5	12	22	9	6	7	15	3	6
ASV_542	8	9	10	14	10	5	8	18	5	4	13	16	9	5	8	10	9	15
ASV_669	12	5	5	8	4	3	7	5	7	9	8	8	18	13	17	27	6	13
ASV_450	13	5	15	7	14	13	4	8	16	7	3	9	5	18	7	8	10	7
ASV_448	5	12	5	5	9	9	16	4	12	16	14	14	7	13	5	12	8	5
ASV_466	21	14	7	6	8	13	8	14	5	10	9	7	5	6	7	6	19	5
ASV_569	5	16	2	5	1	9	12	16	12	7	5	20	12	4	10	9	19	8
ASV_443	1	4	1	1	0	0	3	11	15	11	1	21	6	73	2	16	0	0
ASV_463	10	8	7	12	4	8	17	6	9	8	11	9	8	11	14	6	5	18
ASV_485	1	11	1	8	5	6	12	12	6	12	31	35	6	4	8	2	12	3
ASV_491	7	14	1	9	7	4	10	16	17	5	9	18	13	4	11	11	3	12
ASV_494	5	29	2	6	6	7	7	17	7	7	5	11	10	7	13	6	9	18
ASV_482	21	8	7	4	4	11	12	5	8	7	18	7	2	11	19	7	10	15
ASV_430	3	8	4	11	6	8	10	11	5	14	5	17	5	7	10	28	7	9
ASV_811	12	16	12	11	2	8	9	9	11	13	4	12	13	10	13	3	2	7
ASV_472	4	8	12	3	7	3	16	16	7	10	4	10	9	11	21	5	13	6
ASV_479	8	8	3	1	12	9	5	20	10	11	9	5	13	6	13	15	2	18
ASV_628	6	29	0	2	6	11	6	13	3	9	10	6	8	20	7	8	11	6
ASV_1299	11	14	4	9	5	10	10	11	10	9	6	13	4	8	10	13	7	19
ASV_540	1	9	3	2	1	6	4	73	5	3	28	12	0	3	0	10	3	10
ASV_604	9	16	9	7	0	6	25	13	11	6	14	15	3	8	7	4	9	8
ASV_429	6	19	2	8	6	6	18	10	3	10	15	10	7	7	13	14	9	7
ASV_486	4	11	23	2	1	9	10	5	10	13	11	11	4	7	15	11	1	12
ASV_535	16	10	6	3	5	19	15	16	11	9	12	12	5	5	6	7	4	5
ASV_544	0	14	3	1	0	1	21	48	18	5	6	19	5	12	9	9	2	3
ASV_471	18	6	6	5	6	5	9	3	13	10	13	11	9	3	16	9	3	18
ASV_546	12	12	5	8	7	11	17	8	11	10	12	17	7	7	3	5	9	10
ASV_730	8	17	8	15	4	3	4	25	8	8	15	15	2	0	12	9	4	13
ASV_1025	30	16	20	13	1	4	6	9	11	13	5	9	2	0	10	11	6	2
ASV_437	4	13	11	17	2	15	13	16	11	9	12	7	5	6	5	5	4	9
ASV_634	12	7	7	21	0	13	11	15	11	8	12	7	15	0	3	4	8	8
ASV_2411	7	10	16	10	4	9	8	9	8	8	9	8	5	9	9	9	15	7
ASV_468	6	5	4	3	3	10	14	7	10	7	19	9	8	8	12	12	9	10
ASV_560	9	10	17	17	13	7	8	3	13	7	8	9	7	10	3	9	5	7
ASV_464	7	11	19	4	12	8	8	11	14	5	8	7	2	6	8	12	10	7
ASV_545	2	5	6	9	35	9	7	5	1	13	10	10	2	11	6	8	10	15
ASV_431	10	4	6	10	3	2	9	6	11	5	10	9	14	19	9	12	9	6
ASV_447	9	5	4	4	4	2	6	11	16	15	5	7	6	15	15	11	12	7
ASV_492	7	8	4	10	1	4	5	20	13	9	5	3	36	6	5	15	3	5
ASV_497	8	20	10	5	1	4	9	14	8	11	10	8	16	5	10	5	12	10
ASV_605	10	2	5	7	9	11	7	4	19	11	9	8	3	6	9	12	13	15
ASV_618	17	9	11	3	3	4	12	13	6	1	8	17	6	3	12	4	8	27
ASV_453	8	12	14	4	10	7	12	4	7	14	8	15	1	4	8	11	10	11
ASV_493	9	4	16	4	5	36	14	3	4	12	2	16	5	1	12	2	4	10
ASV_495	6	20	10	12	11	9	7	9	10	8	2	7	12	6	10	3	5	8
ASV_575	1	5	3	4	0	8	12	27	5	31	13	43	1	2	2	5	0	3
ASV_469	8	3	1	1	1	2	28	13	16	15	10	7	11	5	17	11	6	8
ASV_510	9	12	3	10	5	5	5	12	7	8	10	14	17	8	5	4	10	6
ASV_534	2	0	6	0	5	0	4	13	0	83	4	39	2	1	0	4	0	6
ASV_462	8	9	8	12	13	15	8	2	5	7	7	15	4	9	15	8	6	7
ASV_499	11	7	14	3	3	3	11	15	8	6	12	8	8	11	7	9	4	18
ASV_449	8	19	5	13	1	3	7	19	7	9	3	5	20	10	17	1	4	3
ASV_484	6	1	0	1	0	2	2	4	18	2	1	0	3	0	3	99	0	10
ASV_678	11	11	9	11	0	18	10	3	10	7	9	12	5	3	12	9	8	9
ASV_474	11	22	2	8	15	5	15	7	3	5	11	8	10	3	8	5	4	9
ASV_524	4	22	2	1	21	1	5	29	10	7	6	2	8	5	7	7	3	11
ASV_451	2	0	4	0	2	11	8	7	2	6	33	2	7	12	4	1	49	0
ASV_504	5	9	2	15	6	6	8	3	14	5	11	7	6	6	14	10	7	15
ASV_577	9	10	3	4	3	10	17	8	4	3	16	14	7	7	8	13	8	11
ASV_648	6	9	3	6	6	10	15	14	10	16	9	15	7	7	8	6	1	10
ASV_1586	14	14	8	3	11	11	10	3	5	5	7	7	5	2	19	12	0	15
ASV_487	4	2	10	6	4	12	10	8	18	10	2	20	2	2	12	8	9	15
ASV_488	7	5	6	12	4	6	9	4	5	5	13	10	10	8	11	8	12	11
ASV_502	6	17	4	8	4	2	5	24	13	8	13	5	4	1	8	12	16	2
ASV_551	12	8	3	11	8	2	13	4	7	6	5	17	14	21	3	8	2	8
ASV_592	23	6	13	3	9	3	6	15	0	1	6	9	6	11	2	11	16	5
ASV_459	1	0	0	0	2	0	1	0	0	1	1	3	2	0	138	0	0	0
ASV_536	7	7	4	4	3	4	10	17	15	9	6	14	10	5	12	3	3	11
ASV_543	6	8	5	6	8	4	14	5	4	11	11	14	13	12	7	3	6	16
ASV_496	26	15	2	0	0	4	12	8	13	6	16	18	9	2	5	1	4	4
ASV_511	7	2	9	1	13	62	10	7	4	2	9	2	1	2	4	4	6	5
ASV_609	12	7	6	10	5	6	15	14	3	8	11	4	6	9	10	5	4	9
ASV_554	10	2	7	8	12	4	10	8	6	5	8	21	7	5	7	10	14	3
ASV_566	12	10	5	5	4	3	10	7	9	6	11	16	7	7	6	9	7	11
ASV_578	8	5	14	6	5	34	7	8	5	4	9	8	3	11	5	6	2	8
ASV_2543	3	2	2	3	4	8	11	13	4	12	22	15	7	5	23	4	0	10
ASV_607	9	3	20	2	12	9	6	8	6	5	11	9	8	4	6	17	5	9
ASV_512	3	8	27	11	18	0	5	8	5	9	8	1	8	9	4	4	6	9
ASV_613	9	8	0	3	4	9	19	21	8	6	3	26	4	6	7	1	4	5
ASV_455	7	8	1	7	2	7	11	8	8	11	18	14	9	1	10	3	10	10
ASV_483	10	5	4	3	1	12	8	4	11	4	7	11	11	10	16	6	12	10
ASV_571	6	2	14	7	13	4	7	14	17	10	2	3	6	6	9	5	2	9
ASV_834	11	7	3	4	1	8	13	11	11	8	10	17	9	3	8	4	4	11
ASV_1408	8	2	0	6	10	1	7	3	3	8	11	16	15	8	2	19	6	15
ASV_522	6	9	9	4	7	8	8	5	10	7	15	13	3	9	8	3	4	15
ASV_822	10	15	8	1	2	15	11	17	8	4	5	6	7	4	3	2	8	8
ASV_489	15	3	14	2	2	1	14	6	9	4	5	10	11	9	21	6	5	5
ASV_718	6	7	10	6	1	4	7	14	10	6	3	10	7	10	21	4	1	9
ASV_1987	9	10	3	3	4	13	11	7	5	5	8	15	9	6	5	13	5	9
ASV_503	5	13	5	1	1	4	12	13	10	6	8	14	2	7	16	6	5	8
ASV_553	2	4	3	6	1	0	16	8	13	10	6	8	11	14	14	12	6	9
ASV_516	12	9	0	11	2	13	10	8	9	5	11	7	3	4	8	5	14	7
ASV_528	8	9	5	9	4	5	11	6	9	8	12	10	7	4	16	4	7	8
ASV_550	6	12	6	3	24	5	4	5	6	2	10	7	6	1	13	12	3	13
ASV_847	4	10	15	5	4	7	4	17	3	2	19	3	6	5	2	12	14	6
ASV_527	0	3	19	9	9	10	13	3	6	5	2	11	2	17	3	4	11	3
ASV_568	0	0	1	2	0	0	148	0	0	0	0	0	0	0	0	0	0	0
ASV_1118	3	4	2	3	1	2	20	12	16	3	8	32	6	2	13	3	3	3
ASV_557	8	7	5	11	3	21	14	11	6	5	6	12	8	6	3	3	5	6
ASV_581	5	1	0	1	1	1	15	17	1	7	16	12	15	4	11	4	13	7
ASV_942	13	11	5	6	2	6	11	8	7	12	5	16	5	2	10	9	3	9
ASV_1246	6	6	0	1	0	3	25	8	10	4	23	25	5	2	12	7	4	3
ASV_537	17	1	0	9	1	9	14	4	22	10	1	6	29	1	5	1	6	2
ASV_594	8	10	3	6	7	3	3	14	7	5	8	3	21	11	5	4	5	12
ASV_803	7	9	2	7	0	6	11	9	12	9	10	13	7	5	4	10	6	11
ASV_530	8	6	5	6	2	6	11	5	5	7	5	7	6	8	16	14	8	9
ASV_562	7	4	20	5	8	4	7	7	6	8	12	7	14	3	5	4	3	9
ASV_529	2	13	5	8	8	5	3	4	3	6	9	8	9	9	12	11	10	10
ASV_559	7	25	2	1	2	5	18	12	5	9	8	11	5	1	3	4	4	11
ASV_525	9	8	2	3	2	11	18	7	6	7	10	14	7	6	6	1	9	7
ASV_606	17	5	1	4	0	3	39	7	5	7	4	16	3	1	7	2	4	14
ASV_519	4	7	2	3	2	2	8	14	6	12	10	9	16	9	12	10	4	6
ASV_579	4	11	3	3	9	6	15	10	10	10	9	7	6	3	9	7	7	8
ASV_644	26	2	3	4	16	12	2	1	1	4	14	18	5	2	9	4	5	5
ASV_707	5	10	14	6	0	6	7	11	7	11	10	7	13	6	3	6	2	3
ASV_1116	10	15	1	8	2	10	20	7	5	7	9	7	10	3	5	7	4	2
ASV_574	5	6	1	3	0	1	11	14	18	9	12	6	8	3	21	7	1	8
ASV_620	7	14	7	1	2	14	7	10	5	2	6	9	7	3	5	11	10	7
ASV_549	9	10	14	6	5	7	9	4	4	4	8	9	5	8	9	7	3	8
ASV_576	15	6	8	3	2	6	14	8	10	9	8	8	7	2	9	7	3	11
ASV_681	12	8	13	13	7	19	1	4	3	6	2	13	5	2	5	7	3	8
ASV_886	1	2	8	0	2	1	9	11	11	5	12	19	11	13	5	11	7	1
ASV_1456	10	6	3	3	4	2	15	11	6	6	8	10	6	3	6	6	4	16
ASV_518	3	2	0	0	1	7	10	9	11	16	3	3	0	4	34	6	0	20
ASV_1537	11	6	15	16	3	10	6	6	3	1	8	2	6	2	8	21	2	1
ASV_501	1	0	2	1	5	0	0	9	0	6	40	1	6	0	0	0	6	45
ASV_514	5	9	4	10	9	2	4	17	8	10	6	8	12	2	8	6	1	9
ASV_533	0	1	7	0	1	2	1	1	0	0	0	2	0	0	107	0	0	2
ASV_622	8	8	12	6	11	8	1	10	0	9	9	3	1	3	9	14	5	8
ASV_650	17	10	0	18	0	0	21	6	8	0	14	13	7	0	7	0	1	7
ASV_704	15	3	4	0	16	3	9	16	8	9	4	5	4	2	1	4	20	7
ASV_572	10	0	7	0	11	1	0	3	10	12	11	13	2	8	14	10	1	5
ASV_1619	5	4	8	8	2	3	8	19	4	4	17	9	5	2	11	3	5	8
ASV_532	9	9	2	17	5	6	12	3	4	7	8	6	4	16	6	10	1	1
ASV_552	6	4	9	5	0	5	8	5	4	5	7	9	5	14	8	6	18	10
ASV_558	8	0	0	0	0	7	2	44	1	19	0	5	10	0	0	2	33	3
ASV_561	3	2	3	10	6	2	7	10	5	9	7	8	6	5	12	11	5	6
ASV_596	4	2	0	3	0	7	4	5	6	8	4	4	1	1	19	9	38	4
ASV_640	7	4	16	0	21	2	5	6	1	12	3	0	12	6	7	4	2	7
ASV_775	14	11	2	0	1	11	20	14	6	6	3	13	1	9	3	3	10	4
ASV_862	1	6	1	2	0	1	13	8	5	2	17	18	7	8	15	15	3	4
ASV_1986	9	6	6	3	4	8	13	9	4	15	5	2	5	12	7	7	6	7
ASV_612	3	5	3	5	3	1	7	22	10	12	10	5	9	1	10	12	5	5
ASV_614	5	5	7	8	9	8	4	1	2	2	44	5	5	1	5	4	2	2
ASV_647	17	2	4	5	3	5	15	7	19	4	2	8	4	6	4	8	4	5
ASV_696	13	6	1	7	2	13	13	6	1	10	9	9	4	9	7	4	3	7
ASV_998	1	2	0	2	1	3	19	9	6	6	10	26	9	5	10	13	3	5
ASV_1817	14	9	2	2	14	11	10	2	13	4	7	3	0	0	4	16	6	4
ASV_639	6	7	3	5	2	8	6	14	6	9	11	10	7	7	12	3	3	5
ASV_859	11	6	2	9	0	8	9	7	2	17	2	4	9	8	4	4	13	7
ASV_2043	2	6	13	6	4	9	7	15	5	1	10	7	9	7	7	6	4	6
ASV_565	5	4	1	2	0	1	20	12	12	7	18	8	5	7	5	5	5	8
ASV_810	2	5	0	6	0	13	10	0	9	9	23	5	3	3	11	9	6	10
ASV_962	11	15	2	4	1	5	8	10	14	7	2	6	5	2	5	6	10	7
ASV_2517	8	5	25	10	3	12	4	5	3	1	6	6	3	4	1	8	3	9
ASV_567	6	4	5	3	1	0	6	11	11	8	7	10	3	15	15	8	1	9
ASV_580	3	5	1	2	1	4	13	12	4	9	3	16	5	2	14	12	3	10
ASV_601	1	14	3	1	1	2	5	20	17	2	4	14	5	5	8	7	9	5
ASV_1674	9	12	1	2	1	3	8	15	10	9	19	10	3	0	8	3	1	9
ASV_591	15	13	4	12	1	5	8	8	4	5	2	13	6	10	4	5	4	6
ASV_617	4	13	1	7	8	10	8	9	6	5	6	3	11	2	6	8	7	4
ASV_642	4	3	2	10	0	13	11	4	12	11	5	5	4	6	11	7	5	10
ASV_1982	21	2	5	12	10	12	4	2	10	9	4	8	2	7	2	3	4	3
ASV_563	6	6	3	4	6	13	8	8	7	6	10	12	4	1	6	7	7	4
ASV_570	4	2	15	3	5	4	4	11	2	9	5	3	1	5	10	8	9	13
ASV_615	6	5	1	4	10	2	13	10	9	13	6	7	3	4	4	3	3	8
ASV_654	0	0	0	58	0	0	0	59	0	4	0	0	1	0	0	0	0	0
ASV_660	7	4	2	5	6	5	10	3	5	7	7	15	1	1	14	8	9	13
ASV_626	4	7	10	5	8	12	7	3	6	3	8	17	3	2	3	6	7	3
ASV_829	2	9	3	0	0	11	5	11	3	5	5	42	13	0	6	2	2	6
ASV_2360	2	4	3	2	0	1	16	9	9	2	9	25	12	2	11	3	6	2
ASV_587	9	6	9	12	18	7	8	2	1	6	7	4	6	15	2	2	3	3
ASV_624	6	11	2	6	1	8	11	7	6	5	5	15	7	4	6	9	2	7
ASV_630	10	0	0	6	0	4	3	14	4	3	2	14	5	1	0	3	0	45
ASV_670	1	7	2	0	1	0	17	20	14	1	7	6	6	6	10	6	5	5
ASV_703	5	3	8	10	4	3	6	4	11	6	3	9	6	8	8	3	11	15
ASV_564	5	3	5	13	17	2	7	3	5	3	6	6	2	8	13	1	7	7
ASV_600	8	8	5	11	5	10	7	2	8	4	9	7	5	4	7	4	6	3
ASV_602	1	0	1	22	0	33	6	2	3	1	0	6	4	1	9	15	4	3
ASV_616	2	12	4	7	11	1	3	4	3	4	4	8	7	10	2	29	2	4
ASV_655	4	5	7	8	9	16	1	8	1	4	6	4	3	10	10	6	14	2
ASV_691	23	10	6	0	0	0	12	9	4	14	3	2	0	5	12	16	0	7
ASV_548	0	2	2	0	0	6	9	16	4	1	4	9	5	2	35	11	2	2
ASV_610	0	7	0	0	0	0	0	0	1	5	0	2	0	0	3	0	0	95
ASV_676	8	4	3	12	4	7	2	4	5	9	11	7	4	7	10	8	6	2
ASV_690	6	4	2	2	3	6	11	7	7	7	7	18	10	5	7	1	5	6
ASV_767	4	7	38	4	5	1	9	5	3	2	5	9	4	2	2	4	5	5
ASV_1269	3	4	8	6	1	5	15	8	6	7	6	13	6	3	4	3	9	8
ASV_2899	6	9	1	1	1	7	21	16	8	5	5	5	4	2	4	3	12	1
ASV_584	12	4	4	2	4	7	5	7	7	4	8	8	7	7	9	6	7	9
ASV_608	6	9	4	11	6	4	9	14	7	11	4	6	6	2	6	3	8	5
ASV_668	6	28	0	6	7	4	12	15	11	6	0	9	2	0	2	2	4	2
ASV_693	15	2	1	0	7	12	19	9	5	8	11	3	0	0	6	5	7	8
ASV_700	5	5	7	6	3	4	3	4	14	10	4	10	9	4	8	5	5	4
